salesanalysis,Design,Category_Code,VOCNO
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND RING,RN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND  RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND EARRING,ER,212
1,DIAMOND,PN,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BR,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,PEARL EARRING,ER,212
1,PEARL EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND RING,RN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND,BT,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND,PN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND RING,RN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,GOLD  BANGLE,BN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND EARRING,ER,212
1,DIAMOND RING,RN,212
1,DIAMOND BRACELET,BR,212
1,DIAMOND BRACELET,BR,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRADCELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BANGLE,BN,212
1,DIAMOND PENDANT,PN,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND CHOKER NECKLACE,NK,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND BRACELET,BT,212
1,DIAMOND EARRING,ER,212
1,DIAMOND BRACELET,BR,14
1,GOLD RING,RN,227
1,GOLD PENDANT WITH WMOP,PN,232
1,DIAMOND ANKLET,AN,232
1,DIAMOND RING,RN,216
1,DIAMOND NOSEPIN,NP,203
1,Multi Tourmaline              ,,204
1,COLOURSTONE RING,RN,211
1,DIAMOND PENDANT,PN,639
1,DIAMOND  RING,RN,620
1,Multi Tourmaline              ,,613
1,DIAMOND BANGLE,BN,639
1,DIAMOND BANGLE,BN,639
1,DIAMOND BANGLE,BN,639
1,DIAMOND RING,RN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND EARRING,ER,639
1,DIAMOND EARRING,ER,639
1,DIAMOND EARRING,ER,639
1,DIAMOND EARRING,ER,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND RING,RN,639
1,DIAMOND RING,RN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIMAOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND BARACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND RING,RN,639
1,DIAMOND NECKLACE,NK,639
1,DIAMOND RING,RN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND RING,RN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND RING,RN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND EARRING,ER,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,639
1,DIMAOND PENDANT,PN,639
1,DIAMOND RING,RN,639
1,DIAMOND RING,RN,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND BROOCH,,639
1,DIAMOND BANGLE,BN,639
1,DIAMOND BANGLE,BN,639
1,DIAMOND BANGLE,BN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND BRACELET,BR,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND BRACELET,BT,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,639
1,DIAMOND PENDANT,PN,624
1,Multi Tourmaline              ,,646
1,Multi Tourmaline              ,,651
1,DIAMOND RING,RN,38
1,DIAMOND PENDENT,PN,600
1,Multi Tourmaline              ,,636
1,DIAMOND RING,RN,24
1,DIAMOND RING,RN,442
1,CHOKER NECKLACE,NK,482
1,DIAMOND RING,RN,319
1,DIAMOND BRACELET,BR,325
1,DIAMOND PENDANT,PN,325
1,DIAMOND PENDANT,PN,325
1,DIAMOND PENDANT,PN,325
1,JEWELLERY REPAIRING,REP,325
1,DIAMOND PENDANT,PN,5
1,DIAMOND RING,RN,578
1,GOLD PENDANT,PN,580
1,DIAMOND,PN,613
1,DIAMOND BROOCH,BRCH,618
1,DIAMOND BROOCH,BRCH,618
1,DIAMOND NECKLACE,NK,655
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BROOCH,BRCH,643
1,DIAMOND BANGLE,BN,669
1,DIAMOND BANGLE,BN,669
1,DIAMOND BANGLE,BN,669
1,DIAMOND,ER,669
1,DIAMOND PENDANT,PN,687
1,DIAMOND BRACELET,BR,687
1,DIAMOND NECKLACE,NK,699
1,DIAMOND NECKLACE,NK,699
1,DIAMOND RING,RN,699
1,DIAMOND PENDANT,PN,699
1,DIAMOND RING,RN,699
1,DIAMOND EARRING,ER,699
1,DIAMOND EARRING,ER,699
1,DIAMOND BANGLE,BN,701
1,DIAMOND BANGLE,BN,701
1,DIAMOND BANGLE,BN,701
1,DIAMOND PENDANT,PN,701
1,DIAMOND PENDANT,PN,701
1,DIAMOND PENDANT,PN,701
1,DIAMOND BANGLE,BN,701
1,DIAMOND PENDANT,PN,257
1,DIAMOND,BN,96
1,DIAMOND RING,RN,25
1,DIAMOND BANGLE,BN,103
1,DIAMOND RING,RN,107
1,DIAMOND RING,RN,104
1,Multi Tourmaline              ,,108
1,DIAMOND RING,RN,200
1,DIAMOND BRACELET,BT,567
1,Multi Tourmaline              ,,200
1,DIAMOND,PN,200
1,DIAMOND RING,RN,198
1,DIAMOND PENDANT,PN,198
1,DIAMOND PENDANT,PN,203
1,GOLD BRACELET,BT,206
1,DIAMOND EARRING,REP,207
1,DIAMOND EARRING,ER,373
1,DIAMOND EARRING,ER,373
1,DIAMOND EARRING,ER,373
1,DIAMOND,,337
1,DIAMOND RING,RN,357
1,GOLD NECKLACE WITH ENAMAL,NK,348
1,DIAMOND BARACELET,BT,359
1,DIAMOND EARRING,ER,360
1,DIAMOND RING,RN,361
1,DIAMOND BRACELET,BT,363
1,DIAMOND PENDANT,PN,366
1,DIAMOND BRACELET,BT,25
1,DIAMOND RING,RN,369
1,DIAMOND RING,RN,369
1,DIAMOND BRACELET,BT,370
1,DIAMOND BRACELET,BT,3
1,DIAMOND BRACELET,BT,4
1,Multi Tourmaline              ,,54
1,DIAMOND BRACELET,BT,37
1,DIAMOND EARRING,ER,37
1,DIAMOND ANKLET,AN,37
1,GOLD  HAND CHAIN,HC,67
1,GOLD NECKLACE,GN,68
1,DIAMOND PENDANT,PN,136
1,DIAMOND RING,RN,136
1,DIAMOND RING,RN,19
1,DIAMOND BRACELET,BT,147
1,,,243
1,DIAMOND EARRING,ER,7
1,DIAMOND BANGLE,BN,634
1,DIAMOND RING,RN,81
1,Multi Tourmaline              ,,28
1,Multi Tourmaline              ,,28
1,DIAMOND BANGLE,BN,56
1,DIAMOND BANGLE,BN,3
1,DIAMOND EARRING,ER,2
1,COLOURSTONE RING,RN,499
1,GOLD BRACELET WITH BLACK ONYX,BT,483
1,GOLD BRACELET WITH MOP,BT,483
1,DIAMOND NECKLACE,NK,7
1,GOLD BANGLE,BN,115
1,DIAMOND BRACELET,BT,115
1,DIAMOND,RN,115
1,DIAMOND BANGLE,BN,115
1,DIAMOND ANKLET,AN,115
1,DIAMOND RING,RN,75
1,CHOKER NECKLACE,NK,297
1,DIAMOND BRACELET,BR,241
1,DIAMOND BANGLE,BN,221
1,DIAMOND BANGLE,BN,221
1,DIAMOND EARRING,ER,314
1,DIAMOND RING,RN,314
1,DIAMOND EARRING,ER,421
1,DIAMOND RING,RN,421
1,GOLD BANGLE,BN,596
1,DIAMOND BANGLE,BN,596
1,DIAMOND EARRING,ER,633
1,GOLD PENDANT,PN,710
1,DIAMOND NOSERING,NP,710
1,GOLD EARRING,ER,710
1,DIAMOND,PN,289
1,DIAMOND PENDANT WITH CHAIN,PN,22
1,DIAMOND BANGLE,BN,620
1,DIAMOND RING,RN,124
1,DIAMOND BRACELET,BT,307
1,DIAMOND BRACELET,BT,1
1,DIAMOND EARRING,ER,603
1,DIAMOND RING,RN,603
1,DIAMOND RING,RN,112
1,DIAMND RING,RN,112
1,GOLD RING,RN,112
1,DIAMOND RING,RN,112
1,DIAMOND RING,RN,112
1,DIAMOND RING,RN,112
1,DIAMOND RING,RN,214
1,DIAMOND RING,RN,214
1,DIAMOND PENDANT,PN,398
1,DIAMOND PENDANT,PN,398
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND PENDANT,PN,452
1,DIAMOND EARRING,ER,452
1,DIAMOND PENDANT,PN,630
1,DIAMOND EARRING,ER,630
1,DIAMOND PENDANT,PN,630
1,DIAMOND RING,RN,630
1,DIAMOND CHOKER NECKLACE,NK,345
1,DIAMOND RING,ER,345
1,DIAMOND BRACELET,BR,502
1,DIAMOND PENDANT WITH CHAIN,PN,622
1,DIAMOND CHOKER NECKLACE,NK,221
1,GOLD NECKLACE,NK,625
1,DIAMOND NECKLACE,NK,181
1,DIAMOND PENDANT,PN,212
1,DIAMOND RING,RN,123
1,DIAMOND EARRING,ER,123
1,DIAMOND PENDANT,PN,129
1,DIAMOND BRACELET,BT,129
1,DIAMOND EARRING,ER,28
1,DIAMOND BRACELET,BT,639
1,DIAMOND BRACELET,BT,182
1,DIAMOND RING,RN,498
1,DIAMOND RING,RN,617
1,DIAMOND RING,RN,52
1,DIAMOND BANGLE,BN,185
1,GOLD BRACELET,BR,621
1,GOLD BRACELET,BR,579
1,DIAMOND PENDANT,PN,25
1,DIAMOND RING,RN,25
1,DIAMOND PENDANT,PN,25
1,DIAMOND PENDANT,PN,25
1,DIAMOND RING BAN,RN,25
1,DIAMOND PENDANT,PN,32
1,DIAMOND PENDANT,PN,32
1,DIAMOND RING,RN,32
1,DIAMOND PENDANT,PN,32
1,DIAMOND RING,RN,38
1,DIAMOND PENDANT,PN,38
1,DIAMOND RING,RN,41
1,DIAMOND RING,RN,66
1,DIAMOND RING,RN,66
1,DIAMOND RING,RN,66
1,DIAMOND RING,RN,66
1,DIAMOND RING,RN,66
1,DIAMOND RING,RN,67
1,DIAMOND PENDANT,PN,70
1,DIAMOND PENDANT,PN,70
1,DIAMOND PENDANT,PN,70
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,90
1,DIAMOND,PN,96
1,DIAMOND PENDANT,PN,102
1,DIAMOND PENDANT,PN,102
1,DIAMOND PENDANT,PN,102
1,DIAMOND RING,RN,102
1,DIAMOND RING,RN,102
1,DIAMOND RING,RN,102
1,DIAMOND RING,RN,102
1,DIAMOND RING,RN,102
1,DIAMOND PENDANT,PN,80
1,DIAMOND NECKLACE,PN,80
1,DIAMOND,PN,80
1,DIAMOND RING,RN,80
1,DIAMOND PENDANT,PN,80
1,DIAMOND PENDANT,PN,80
1,DIAMOND PENDANT,PN,80
1,DIAMOND PENDANT,PN,80
1,DIAMOND PENDANT,PN,80
1,DIAMOND RING,RN,110
1,GOLD RING,RN,110
1,DIAMOND RING,RN,110
1,DIAMOND PENDANT,PN,122
1,DIAMOND PENDANT,PN,122
1,DIAMOND PENDANT,PN,130
1,DIAMOND RING,RN,131
1,DIAMOND RING,RN,131
1,DIAMOND PENDANT,PN,156
1,DIAMOND RING,RN,156
1,DIAMOND RING,RN,156
1,DIAMOND RING,RN,156
1,DIAMOND RING,RN,157
1,DIAMOND PENDANT,PN,157
1,DIAMOND PENDANT,PN,161
1,DIAMOND RING,RN,161
1,DIAMONND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,161
1,DIAMOND RING,RN,165
1,GOLD RING,RN,165
1,DIAMOND PENDANT,PN,165
1,DIAMOND RING,RN,166
1,DIAMOND RING,RN,169
1,DIAMOND PENDANT,PN,169
1,DIAMOND PENDANT,PN,169
1,DIAMOND RING,RN,173
1,DIAMOND RING,RN,176
1,DIAMOND RING,RN,176
1,DIAMOND RING,RN,176
1,DIAMOND RING,RN,176
1,DIAMOND PENDANT,PN,176
1,DIAMOND PENDANT,PN,176
1,DIAMONND RING,RN,184
1,DIAMOND BRACELET,BR,184
1,DIAMOND RING,RN,184
1,DIAMOND RING,RN,184
1,DIAMOND RING,RN,184
1,DIAMOND RING,RN,184
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND PENDANT,PN,187
1,DIAMOND PENDANT,PN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,187
1,DIAMOND RING,RN,189
1,DIAMOND RING,RN,189
1,DIAMOND RING,RN,189
1,DIAMOND PENDANT,PN,189
1,DIAMOND PENDANT,PN,196
1,DIAMOND PENDANT,PN,196
1,DIAMOND RING,RN,196
1,DIAMOND RING,RN,209
1,DIAMOND RING,RN,209
1,DIAMOND RING,RN,209
1,DIAMOND RING,RN,218
1,DIAMOND PENDANT,PN,219
1,DIAMOND,PN,219
1,DIAMOND PENDANT,PN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,230
1,DIAMOND RING,RN,236
1,DIAMOND RING,RN,236
1,DIAMOND PENDANT,PN,236
1,DIAMOND RING,RN,236
1,DIAMOND RING,RN,236
1,DIAMOND PENDANT,PN,236
1,DIAMOND RING,RN,239
1,DIAMOND RING,RN,239
1,DIAMOND RING,RN,239
1,DIAMOND PENDANT,PN,240
1,DIAMOND PENDANT,PN,240
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,247
1,DIAMOND PENDANT,PN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,266
1,DIAMOND RING,RN,266
1,DIAMOND PENDANT,PN,247
1,DIAMOND PENDANT,PN,247
1,DIAMOND RING,RN,247
1,DIAMOND RING,RN,267
1,DIAMOND RING,RN,268
1,DIAMOND RING BAN,RN,274
1,DIAMOND RING,RN,274
1,DIAMOND RING,RN,274
1,DIAMOND RING,RN,274
1,DIAMOND RING,RN,274
1,DIAMOND PENDANT,PN,274
1,DIAMOND PENDANT,PN,274
1,DIAMOND PENDANT,PN,274
1,DIAMOND EARRING,ER,274
1,DIAMOND EARRING,ER,274
1,DIAMOND PENDANT,PN,274
1,DIAMOND EARRING,ER,274
1,DIAMOND RING,RN,274
1,DIAMOND,PN,274
1,DIAMOND,PN,274
1,DIAMOND RING,RN,275
1,DIAMOND RING BAN,RN,281
1,DIAMOND EARRING,ER,281
1,Multi Tourmaline              ,,281
1,DIAMOND,PN,281
1,DIAMOND PENDANT,PN,290
1,DIAMOND BRACELET,BR,290
1,DIAMOND RING,RN,290
1,DIAMOND RING,RN,290
1,DIAMOND RING,RN,290
1,DIAMOND RING,RN,290
1,DIAMOND RING,RN,295
1,DIAMOND RING BAN,RN,15
1,DIAMOND RING,RN,306
1,DIAMOND BROOCH,BRCH,16
1,DIAMOND PENDANT,PN,265
1,DIAMOND PENDANT,PN,265
1,DIAMOND BRACELET,BT,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND RING,RN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND RING,RN,265
1,DIAMOND RING,RN,265
1,DIAMOND RING,RN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND EARRING,ER,295
1,DIAMOND EARRING,ER,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND RING,RN,295
1,DIAMOND,PN,265
1,DIAMOND RING,RN,265
1,DIAMOND RING,RN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND EARRING,ER,295
1,DIAMOND,PN,265
1,DIAMOND RING BAN,RN,301
1,DIAMOND RING,RN,301
1,DIAMOND RING,RN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND RING,RN,295
1,DIAMOND EARRING,ER,295
1,DIAMOND RING,RN,301
1,Multi Tourmaline              ,,301
1,DIAMOND EARRING,ER,295
1,DIAMOND EARRING,ER,295
1,DIAMOND EARRING,ER,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND ANKLET,AN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND NECKLACE,NK,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND EARRING,ER,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND RING,RN,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND BRACELET,BR,295
1,DIAMOND PENDANT,PN,295
1,DIAMOND RING,RN,295
1,CHOKER NECKLACE,NK,295
1,DIAMOND EARRING,ER,295
1,DIAMOND BRACELET,BT,295
1,DIAMOND RING,RN,18
1,DIAMOND RING BAN,RN,18
1,DIAMOND BANGLE,BN,299
1,Diamond Ring,,299
1,DIAMOND NOSEPIN,NP,259
1,DIAMOND RING,RN,309
1,DIAMOND RING BAN,RN,309
1,,,313
1,,,313
1,DIAMOND RING,RN,319
1,DIAMOND RING,RN,319
1,DIAMOND RING,RN,320
1,DIAMOND RING,RN,320
1,DIAMOND RING,RN,320
1,DIAMOND RING,RN,327
1,DIAMOND RING,RN,327
1,DIAMOND RING,RN,327
1,DIAMOND RING,RN,328
1,DIAMOND PENDANT,PN,328
1,DIAMOND,PN,329
1,DIAMOND RING,RN,329
1,DIAMOND EARRING,ER,334
1,DIAMOND PENDANT,PN,335
1,DIAMOND PENDANT,PN,335
1,DIAMOND RING,RN,340
1,DIAMOND PENDANT,PN,340
1,DIAMOND RING,RN,340
1,DIAMOND RING,RN,340
1,DIAMOND RING,RN,340
1,DIAMOND PENDANT,PN,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND EARRING,ER,343
1,DIAMOND EARRING,ER,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND BRACELET,BR,343
1,DIAMOND PENDANT,PN,347
1,DIAMOND PENDANT,PN,347
1,DIAMOND RING,RN,348
1,DIAMOND RING,RN,348
1,DIAMOND RING,RN,356
1,DIAMOND PENDANT,PN,357
1,DIAMOND PENDANT,PN,357
1,DIAMOND PENDANT,PN,357
1,DIAMOND BRACELET,BR,357
1,DIAMOND RING,RN,387
1,DIAMOND RING,RN,387
1,DIAMOND RING,RN,388
1,DIAMOND PENDANT,PN,388
1,DIAMOND BRACELET,BR,388
1,DIAMOND RING,RN,388
1,DIAMOND RING,RN,388
1,DIAMOND,PN,391
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
1,DIAMOND RING,RN,425
