salesanalysis,Design,Category_Code,VOCNO
1,DIAMOND RING,RN,52
1,Multi Tourmaline              ,,46
1,,,40
1,DIAMOND RING,RN,40
1,DIAMOND RING,RN,43
1,DIAMOND EARRING,ER,48
1,DIAMOND RING,RN,50
1,DIAMOND EARRING,,50
1,DIAMOND NECKLACE,NK,54
1,CHOKER NECKLACE,NK,54
1,DIAMOND RING,RN,54
1,DIAMOND EARRING,ER,54
1,DIAMOND BANGLE,BN,54
1,DIAMOND RING,RN,54
1,DIAMOND,BN,54
1,DIAMOND NECKLACE,NK,54
1,DIAMOND RING,RN,54
1,DIAMOND RING,RN,54
1,DIAMOND BANGLE,BN,54
1,DIAMOND EARRING,ER,72
1,DIAMOND EARRING,ER,110
1,GOLD NECKLACE,NK,108
1,DIAMOND EARRING,ER,100
1,DIAMOND,NK,100
1,DIAMOND BRACELET,BT,97
1,DIAMOND RING,RN,106
1,DIAMOND BRACELET,BT,106
1,DIAMOND CHOKER NECKLACE,NK,79
1,DIAMOND EARRING,ER,76
1,DIAMOND BRACELET,BT,78
1,DIAMOND RING,RN,78
1,DIAMOND BRACELET,BT,80
1,DIAMOND RING,RN,82
1,DIAMOND RING,RN,84
1,,,86
1,GOLD BRACELET WITH COLOUR STONE,GBT,85
1,DIAMOND,BN,87
1,DIAMOND,BN,87
1,DIAMOND PENDANT,PN,87
1,Diamond Bracelet,,88
1,DIAMOND RING,RN,89
1,DIAMOND RING,RN,91
1,DIAMOND RING,RN,91
1,DIAMOND PENDANT,PN,95
1,DIAMOND RING,RN,98
1,DIAMOND RING,RN,99
1,DIAMOND EARRING,ER,101
1,DIAMOND,BN,104
1,GOLD BRACELET WITH COLOUR STONE,GBT,104
1,GOLD EARRING WITH COLOUR STONE,ER,104
1,DIAMOND EARRING,ER,104
1,DIAMOND RING,RN,107
1,DIAMOND PENDANT,PN,107
1,DIAMOND RING,RN,107
1,DIAMOND EARRING,ER,107
1,DIAMOND EARRING,ER,109
1,DIAMOND RING,RN,113
1,DIAMOND PENDANT,PN,114
1,DIAMOND,PN,114
1,DIAMOND EARRING,ER,115
1,Diamond Bracelet,,388
1,DIAMOND RING,RN,385
1,DIAMOND EARRING,ER,385
1,DIAMOND RING,RN,393
1,DIAMOND RING,RN,397
1,DIAMOND RING,RN,413
1,DIAMOND RING,RN,413
1,Multi Tourmaline              ,,391
1,DIAMOND RING,RN,216
1,DIAMOND BANGLE,BN,216
1,DIAMOND RING,RN,221
1,DIAMOND EARRING,ER,297
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,21
1,DIAMOND PENDANT,PN,335
1,DIAMOND RING,RN,20
1,DIAMOND RING,RN,304
1,DIAMOND,NK,306
1,Multi Tourmaline              ,,320
1,DIAMOND NECKLACE,NK,316
1,DIAMOND PENDANT,PN,331
1,DIAMOND PENDANT,PN,331
1,DIAMOND RING,RN,331
1,DIAMOND RING,RN,331
1,DIAMOND EARRING,ER,331
1,DIAMOND EARRING,ER,331
1,DIAMOND BRACELET,BT,112
1,DIAMOND PENDANT,PN,125
1,DIAMOND PENDANT,PN,115
1,DIAMOND PENDANT,PN,122
1,DIAMOND EARRING,ER,90
1,DIAMOND PENDANT,PN,91
1,DIAMOND PENDANT,PN,91
1,DIAMOND PENDANT,PN,98
1,DIAMOND PENDANT,PN,98
1,DIAMOND RING,RN,121
1,DIAMOND EARRING,ER,6
1,DIAMOND EARRING,ER,101
1,DIAMOND BANGLE,BN,89
1,DIAMOND RING,RN,92
1,DIAMOND RING,RN,94
1,DIAMOND RING,RN,96
1,DIAMOND BRACELET,BT,97
1,DIAMOND EARRING,ER,97
1,DIAMOND EARRING,ER,99
1,DIAMOND EARRING,ER,100
1,Diamond Ring,,104
1,DIAMOND EARRING,ER,105
1,DIAMOND BRACELET,BR,106
1,DIAMOND RING,RN,107
1,DIAMOND BRACELET,BT,107
1,DIAMOND RING,RN,109
1,DIAMOND RING,RN,109
1,DIAMOND PENDANT,PN,109
1,DIAMOND RING,RN,111
1,DIAMOND EARRING,ER,110
1,DIAMOND EARRING,ER,113
1,DIAMOND RING,RN,114
1,DIAMOND PENDANT,PN,116
1,DIAMOND EARRING,ER,118
1,DIAMOND PENDANT,PN,119
1,DIAMOND PENDANT,PN,120
1,DIAMOND BRACELET,BT,126
1,DIAMOND CHOKER NECKLACE,NK,127
1,Multi Tourmaline              ,,269
1,Multi Tourmaline              ,,265
1,DIAMOND BRACELET,BR,264
1,DIAMOND PENDANT,PN,264
1,DIAMOND PENDANT,PN,264
1,DIAMOND PENDANT,PN,264
1,DIAMOND BRACELET,BR,275
1,DIAMOND BRACELET,BT,275
1,DIAMOND RING,RN,283
1,,,283
1,DIAMOND NECKLACE,NK,253
1,GOLD  EARRING,ER,253
1,DIAMOND BRACELET,BR,254
1,DIAMOND BRACELET,BR,257
1,DIAMOND BRACELET,BT,258
1,DIAMOND BRACELET,BT,258
1,DIAMOND BRACELET,BT,244
1,DIAMOND PENDANT,PN,246
1,DIAMOND RING,RN,250
1,DIAMOND RING,RN,245
1,,,259
1,DIAMOND RING,RN,256
1,DIAMOND,NK,270
1,DIAMOND RING,RN,270
1,DIAMOND BRACELET,BT,271
1,DIAMOND,RN,277
1,DIAMOND EARRING,ER,280
1,DIAMOND EARRING,ER,285
1,DIAMOND RING,RN,285
1,DIAMOND PENDANT,PN,285
1,DIAMOND RING,RN,75
1,DIAMOND RING,RN,76
1,DIAMOND EARRING,ER,77
1,DIAMOND EARRING,REP,78
1,DIAMOND EARRING,ER,79
1,DIAMOND PENDANT,PN,79
1,DIAMOND,RN,79
1,DIAMOND RING,RN,79
1,DIAMOND RING,RN,79
1,DIAMOND PENDANT,PN,80
1,DIAMOND EARRING,ER,80
1,DIAMOND RING,RN,81
1,DIAMOND,BN,83
1,DIAMOND CHOKER NECKLACE,NK,219
1,GOLD NECKLACE,GN,202
1,DIAMOND RING,RN,191
1,DIAMOND RING,RN,191
1,DIAMOND RING,RN,194
1,DIAMOND RING,RN,193
1,DIAMOND EARRING,ER,195
1,DIAMOND EARRING,ER,198
1,DIAMOND RING,RN,198
1,DIAMOND PENDANT,PN,198
1,DIAMOND RING,RN,199
1,DIAMOND RING,RN,199
1,DIAMOND EARRING,ER,201
1,DIAMOND NECKLACE,NK,207
1,DIAMOND PENDANT,PN,210
1,DIAMOND BRACELET,BT,211
1,DIAMOND RING,RN,211
1,,,216
1,DIAMOND RING,RN,215
1,,,221
1,DIAMOND,RN,224
1,DIAMOND,RN,224
1,DIAMOND BRACELET,BR,232
1,DIAMOND PENDANT,PN,233
1,DIAMOND RING,,226
1,DIAMOND RING,,226
1,DIAMOND RING,RN,225
1,DIAMOND EARRING,ER,211
1,DIAMOND PENDANT,PN,212
1,DIAMOND EARRING,ER,244
1,DIAMOND,ER,224
1,DIAMOND EARRING,,207
1,DIAMOND RING,RN,207
1,DIAMOND RING,RN,210
1,DIAMOND PENDANT,PN,230
1,DIAMOND RING,RN,230
1,DIAMOND EARRING,ER,230
1,DIAMOND RING,RN,248
1,DIAMOND BRACELET,BT,249
1,DIAMOND RING,RN,253
1,DIAMOND RING,RN,253
1,DIAMOND RING,RN,15
1,DIAMOND RING,RN,16
1,DIAMOND EARRING,ER,17
1,DIAMOND RING,RN,19
1,DIAMOND BRACELET,BT,20
1,DIAMOND PENDANT,PN,22
1,DIAMOND BRACELET,BT,23
1,DIAMOND RING,RN,24
1,DIAMOND PENDANT,PN,25
1,DIAMOND BRACELET,BT,25
1,DIAMOND EARRING,ER,25
1,DIAMOND NECKLACE,NK,71
1,DIAMOND RING,RN,45
1,DIAMOND PENDANT,PN,45
1,DIAMOND CHOKER NECKLACE,NK,45
1,DIAMOND EARRING,ER,45
1,DIAMOND RING,RN,47
1,DIAMOND RING,RN,47
1,DIAMOND EARRING,ER,47
1,DIAMOND BRACELET,BT,47
1,DIAMOND EARRING,ER,50
1,DIAMOND RING,RN,51
1,DIAMOND BANGLE,BN,51
1,DIAMOND RING,RN,52
1,DIAMOND RING,RN,54
1,DIAMOND,PN,54
1,DIAMOND BRACELET,BT,56
1,GOLD EARRING,GE,65
1,GOLD BRACELET,GB,65
1,GOLD NECKLACE,GN,65
1,Multi Tourmaline              ,,74
1,DIAMOND RING,RN,74
1,DIAMOND  RING,RN,77
1,,,428
1,DIAMOND PENDANT,PN,446
1,DIAMOND RINF,RN,425
1,,,455
1,GOLD EARRING,GER,443
1,DIAMOND EARRING,ER,454
1,DIAMOND RING,RN,457
1,DIAMOND RING,,439
1,Diamond Bangle,,439
1,DIAMOND EARRING,ER,439
1,,,463
1,,,430
1,DIAMOND RING,RN,423
1,DIAMOND RING,RN,423
1,,,427
1,DIAMOND BRACELET,BT,434
1,DIAMOND BANGLE,BN,441
1,DIAMOND PENDANT,PN,442
1,DIAMOND EARRING,ER,442
1,DIAMOND BRACELET,BR,445
1,DIAMOND BRACELET,BR,445
1,DIAMOND EARRING,ER,447
1,GOLD EARRING,ER,447
1,,,462
1,DIAMOND CHOKER NECKLACE,NK,450
1,DIAMOND PENDANT,PN,456
1,DIAMOND RING,RN,456
1,DIAMOND CHOKER NECKLACE,NK,458
1,DIAMOND NECKLACE,NK,461
1,DIAMOND BRACELET,BT,465
1,DIAMOND NECKLACE,NK,465
1,DIAMOND RING,RN,466
1,DIAMOND BRACELET,BT,466
1,DIAMOND NECKLACE,NK,466
1,DIAMOND PENDANT,PN,466
1,DIAMOND RING,RN,468
1,DIAMOND PENDANT,PN,468
1,DIAMOND RING,RN,469
1,DIAMOND PENDANT,PN,470
1,DIAMOND EARRING,ER,470
1,DIAMOND RING,RN,473
1,DIAMOND RING,RN,460
1,"GOLD NECKLACE WITH MOP,LPS",,40
1,GOLD EARRING,ER,63
1,DIAMOND EARRING,ER,37
1,DIAMOND BANGLE,BN,1
1,DIAMOND BRACELET,REP,23
1,DIAMOND EARRING,ER,7
1,DIAMOND PENDANT,,9
1,DIAMOND EARRING,ER,9
1,DIAMOND,NK,13
1,DIAMOND EARRING,ER,21
1,GOLD EARRING WITH GREEN RUTIL QUARTZ,ER,27
1,DIAMOND BRACELET,BT,35
1,DIAMOND RING,RN,4
1,DIAMOND RING,RN,50
1,DIAMOND PENDANT,PN,50
1,DIAMOND PENDANT,PN,4
1,DIAMOND EARRING,ER,4
1,DIAMOND RING,RN,38
1,DIAMOND PENDANT,PN,38
1,DIAMOND EARRING,ER,38
1,DIAMOND NECKLACE,NK,54
1,DIAMOND PENDANT,PN,67
1,DIAMOND EARRING,ER,150
1,DIAMOND PENDANT,PN,150
1,GOLD PENDANT WITH PMOP AND MAL,GPN,131
1,DIAMOND ANKLET,AN,146
1,DIAMOND ANKLET,AN,125
1,DIAMOND BANGLE,BN,141
1,DIAMOND EARRING,ER,141
1,DIAMOND BRACELET,BT,141
1,DIAMOND NECKLACE,NK,101
1,DIAMOND RING,RN,113
1,DIAMOND,ER,113
1,DIAMOND BANGLE,BN,129
1,DIAMOND RING,RN,138
1,,,119
1,DIAMOND CHOKER NECKLACE,NK,102
1,DIAMOND RING,RN,130
1,DIAMOND PENDANT,PN,134
1,DIAMOND BRACELET,BR,137
1,DIAMOND BRACELET,BT,140
1,DIAMOND BANGLE,BN,140
1,DIAMOND EARRING,ER,147
1,DIAMOND ANKLET,AN,147
1,DIAMOND NECKLACE,NK,147
1,DIAMOND,NK,135
1,DIAMOND PENDANT,PN,33
1,DIAMOND EARRING,ER,33
1,DIAMOND,PN,26
1,DIAMOND PENDANT,PN,26
1,DIAMOND RING,RN,28
1,DIAMOND PENDANT,PN,29
1,DIAMOND RING,RN,29
1,DIAMOND EARRING,ER,29
1,DIAMOND RING,RN,30
1,DIAMOND BRACELET,BT,31
1,DIAMOND PENDANT,PN,444
1,DIAMOND RING,RN,375
1,DIAMOND RING,RN,381
1,DIAMOND RING,RN,18
1,DIAMOND RING,RN,20
1,DIAMOND RING,RN,396
1,DIAMOND RING,RN,448
1,DIAMOND PENDANT,PN,418
1,DIAMOND BANGLE,BN,380
1,Diamond Bracelet,,383
1,DIAMOND,PN,383
1,DIAMOND PENDANT,PN,384
1,,,388
1,DIAMOND RING,RN,389
1,,,404
1,DIAMOND NECKLACE,NK,394
1,DIAMOND RING,RN,398
1,DIAMOND RING,RN,402
1,Diamond Pendant,,401
1,DIAMOND ANKLET,AN,405
1,DIAMOND EARRING,ER,413
1,DIAMOND RING,RN,423
1,DIAMOND BANGLE,BN,428
1,Diamond Bracelet,,450
1,DIAMOND BRACELET,BT,449
1,DIAMOND EARRING,ER,449
1,DIAMOND RING,RN,454
1,DIAMOND RING,RN,454
1,DIAMOND EARRING,ER,457
1,,,461
1,DIAMOND BRACELET,BT,377
1,DIAMOND BRACELET,BR,377
1,DIAMOND BRACELET,,400
1,DIAMOND RING,RN,410
1,DIAMOND RING,RN,410
1,DIAMOND RING,RN,424
1,DIAMOND PENDANT,,424
1,,,424
1,DIAMOND BRACELET,BT,430
1,DIAMOND PENDANT,PN,125
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,DIAMOND BANGLE,BN,11
1,PLATINUM RING,RP,206
1,DIAMOND BRACELET,BT,206
1,DIAMOND BRACELET,BT,206
1,DIAMOND RING,RN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,GOLD BRACELET,BR,247
1,DIAMOND RING,,247
1,GOLD RING,RN,247
1,GOLD BRACELET,BR,247
1,GOLD RING,RN,247
1,Multi Tourmaline              ,,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,GOLD EARRING,ER,247
1,GOLD EARRING,ER,247
1,DIAMOND RING,RN,247
1,Multi Tourmaline              ,,247
1,GOLD BRACELET,BR,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND BANGLE,BN,247
1,DIAMOND RING,RN,247
1,GOLD EARRING,ER,247
1,DIAMOND CHOKER NECKLACE,NK,8
1,DIAMOND RING,RN,32
1,DIAMOND RING,RN,32
1,DIMAOND NECKLACE,NK,42
1,DIAMOND EARRING,ER,42
1,DIAMOND RING,RN,298
1,DIAMOND PENDANT,PN,42
1,DIAMOND RING,RN,42
1,DIAMOND CHOKER NECKLACE,NK,11
1,DIAMOND RING,RN,11
1,DIAMOND PENDANT,PN,34
1,GOLD EARRING,ER,39
1,DIAMOND BRACELET,BT,41
1,DIAMOND EARRING,ER,51
1,DIAMOND BRACELET,BT,5
1,DIAMOND NECKLACE,NK,43
1,DIAMOND BRACELET,BT,43
1,GOLD BRACELET WITH COLOUR STONE,GBT,45
1,GOLD NECKLACE WITH COLOUR STONE,GNK,45
1,GOLD  NECKLACE WITH COLOR STONE,NK,45
1,DIAMOND RING,RN,45
1,DIAMOND PENDANT,PN,55
1,DIAMOND PENDANT,PN,55
1,DIAMOND,NK,22
1,DIAMOND PENDANT,PN,22
1,DIAMOND BARACELET,BT,277
1,DIAMOND PENDANT,PN,305
1,DIAMOND EARRING,ER,305
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,305
1,DIAMOND RING,RN,305
1,DIAMOND BRACELET,BT,305
1,DIAMOND BRACELET,BT,305
1,DIAMOND EARRING,ER,305
1,DIAMOND RING,RN,305
1,DIAMOND PENDANT,PN,258
1,GOLD PENDANT WITH CHAIN,PN,258
1,GOLD PENDANT WITH CHAIN,PN,258
1,DIAMOND RING,RN,293
1,DIAMOND NECKLACE,PN,300
1,GOLD PENDANT WITH CHAIN,PN,300
1,GOLD PENDANT WITH CHAIN,PN,300
1,DIAMOND RING,RN,336
1,DIAMOND RING,RN,338
1,GOLD PENDANT WITH CHAIN,PN,338
1,GOLD PENDANT WITH CHAIN,PN,338
1,GOLD PENDANT WITH CHAIN,PN,338
1,,,341
1,DIAMOND PENDANT,PN,315
1,DIAMOND PENDANT,PN,19
1,DIAMOND PENDANT,PN,278
1,DIAMOND EARRING,ER,278
1,DIAMOND NECKLACE,NK,280
1,DIAMOND EARRING,ER,83
1,DIAMOND EARRING,ER,83
1,DIAMOND EARRING,ER,83
1,DIAMOND EARRING,ER,80
1,GOLD PENDANT,PN,91
1,DIAMOND BANGLE,,95
1,GOLD BRACELET,BR,76
1,DIAMOND EARRING,ER,73
1,DIAMOND CHOKER NECKLACE,NK,74
1,DIAMOND EARRING,ER,79
1,DIAMOND RING,RN,81
1,DIAMOND  RING,RN,84
1,GOLD EARRING,ER,85
1,GOLD PENDANT,PN,85
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,90
1,DIAMOND RING,RN,94
1,DIAMOND BANGLE,BN,94
1,DIAMOND EARRING,ER,94
1,DIAMOND RING,RN,66
1,DIAMOND PENDANT,PN,65
1,DIAMOND PENDANT,PN,60
1,DIAMOND EARRING,ER,60
1,DIAMOND EARRING,ER,56
1,DIAMOND EARRING,ER,61
1,Diamond Bangle,,62
1,DIAMOND EARRING,ER,58
1,DIAMOND EARRING,ER,58
1,DIAMOND PENDANT,PN,59
1,DIAMOND RING,RN,63
1,DIAMOND NECKLACE,NK,64
1,DIAMOND BANGLE,BN,173
1,GOLD BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,GOLD RING,RN,173
1,GOLD RING,RN,173
1,GOLD NECKLACE,NK,173
1,GOLD EARRING,ER,173
1,GOLD BRACELET,BR,173
1,GOLD BRACELET,BR,173
1,GOLD BRACELET,BR,173
1,GOLD EARRING,ER,173
1,GOLD RING,RN,173
1,GOLD RING,RN,173
1,GOLD RING,RN,173
1,DIAMOND NECKLACE,NK,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND BANGLE,BN,173
1,DIAMOND EARRING,ER,9
1,,,9
1,Multi Tourmaline              ,,9
1,DIAMOND RING,RN,9
1,DIAMOND EARRING,ER,83
1,GOLD NECKLACE WITH COLOR STONE,NK,84
1,"GOLD NECKLACE WITH MOP,LPS",,84
1,DIAMOND BRACELET,BT,92
1,DIAMOND RING,RN,88
1,DIAMOND RING,RN,89
1,DIAMOND BRACELET,BT,94
1,DIAMOND RING,RN,94
1,DIAMOND,PN,93
1,DIAMOND EARRING,ER,96
1,DIAMOND BRACELET,BT,96
1,DIAMOND EARRING,ER,96
1,DIAMOND RING,RN,97
1,DIAMOND NECKLACE,NK,3
1,DIAMOND EARRING,ER,3
1,DIAMOND RING,RN,3
1,DIAMOND PENDANT,PN,2
1,DIAMOND EARRING,ER,2
1,Multi Tourmaline              ,,173
1,DIAMOND RING,RN,159
1,DIAMOND RING,RN,165
1,DIAMOND NECLACE,NK,47
1,DIAMOND NECLACE,NK,1
1,DIAMOND NECLACE,NK,225
1,DIAMOND NECKLACE,NK,218
1,DIAMOND RING,RN,193
1,DIAMOND RING,RN,11
1,DIAMOND RING,,197
1,DIAMOND EARRING,ER,8
1,DIAMOND RING,RN,9
1,DIAMOND EARRING,ER,186
1,DIAMOND RING,RN,186
1,DIAMOND RING,RN,183
1,DIAMOND EARRING,ER,216
1,DIAMOND ANKLET,AN,220
1,,,184
1,DIAMOND RING,RN,184
1,DIAMOND RING BAN,RN,184
1,DIAMOND ANKLET,AN,207
1,DIAMOND PENDANT,PN,196
1,DIAMOND RING,RN,196
1,DIAMOND EARRING,ER,196
1,DIAMOND RING,RN,10
1,DIAMOND EARRING,ER,10
1,DIAMOND PENDANT,PN,10
1,DIAMOND BRACELET,BR,10
1,DIAMOND RING,RN,185
1,DIAMOND BRACELET,BT,188
1,DIAMOND RING,RN,189
1,DIAMOND,PN,195
1,DIAMOND BRACELET,BT,208
1,DIAMOND BRACELET,BR,213
1,DIAMOND PENDANT,PN,214
1,Multi Tourmaline              ,,218
1,DIAMOND RING,RN,10
1,DIAMOND EARRING,ER,275
1,DIAMOND RING,RN,255
1,DIAMOND  RING,RN,86
1,DIAMOND RING,RN,86
1,DIAMOND EARRING,ER,91
1,CHOKER NECKLACE,NK,88
1,DIAMOND CHOKER NECKLACE,NK,89
1,DIAMOND EARRING,ER,93
1,DIAMOND RING,RN,93
1,DIAMOND RING,RN,254
1,DIAMOND PENDANT,PN,252
1,Multi Tourmaline              ,,252
1,DIAMOND EARRING,ER,252
1,DIAMOND ANKLET,AN,252
1,DIAMOND ANKLET,AN,252
1,DIAMOND PENDANT,PN,259
1,DIAMOND NECKLACE,NK,247
1,DIAMOND EARRING,ER,258
1,DIAMOND NOSEPIN,NP,260
1,DIAMOND RING,RN,415
1,DIAMOND BRACELET,BT,415
1,DIAMOND SUITI,SUT,419
1,DIAMOND PENDANT,PN,408
1,,,418
1,DIAMOND BRACELET,BT,420
1,DIAMOND EARRING,ER,407
1,DIAMOND RING,RN,410
1,DIAMOND ANKLET,AN,410
1,DIAMOND EARRING,ER,410
1,DIAMOND,RN,411
1,DIAMOND EARRING,ER,414
1,DIAMOND NECKLACE(MN000835),,416
1,DIAMOND NECKLACE(MN000835),,25
1,DIAMOND EARRING,ER,417
1,DIAMOND RING,RN,66
1,DIAMOND,PN,66
1,DIAMOND BRACELET,BT,75
1,DIAMOND PENDANT,PN,69
1,DIAMOND EARRING,ER,69
1,DIAMOND PENDANT,PN,74
1,DIAMOND CHOKER NECKLACE,NK,17
1,GOLD BRACELET,GBT,15
1,DIAMOND BANGLE,BN,43
1,DIAMOND,PN,40
1,GOLD NECKLACE,GN,19
1,DIAMOND EARRING,ER,1
1,DIAMOND EARRING,ER,4
1,DIAMOND PENDANT,PN,4
1,DIAMOND PENDANT,PN,44
1,DIAMOND EARRING,ER,44
1,DIAMOND EARRING,ER,2
1,DIAMOND PENDANT,PN,2
1,Diamond Earring,,24
1,DIAMOND BRACELET,BT,48
1,DIAMOND EARRING,ER,6
1,,,2
1,DIAMOND,NK,3
1,DIAMOND RING,RN,3
1,DIAMOND RING,RN,9
1,DIAMOND BRACELET,BT,9
1,DIAMOND NOSEPIN,NP,39
1,DIAMOND ANKLET,AN,5
1,GOLD  NECKLACE WITH COLOUR STONE,GNK,26
1,GOLD EARRING WITH COLOUR STONE,GER,26
1,DIAMOND PENDANT,PN,178
1,CHOKER NECKLACE,NK,166
1,DIAMOND RING,RN,147
1,DIAMOND RING,RN,148
1,DIAMOND CHOKER NECKLACE,NK,154
1,DIAMOND RING,RN,155
1,DIAMOND BRACELET,BT,155
1,DIAMOND NECKLACE,NK,155
1,DIAMOND EARRING,ER,155
1,DIAMOND PENDANT,PN,158
1,DIAMOND,BT,163
1,DIAMOND EARRING,ER,168
1,DIAMOND BRACELET,BR,170
1,DIAMOND EARRING,ER,169
1,DIAMOND EARRING,ER,169
1,DIAMOND EARRING,ER,174
1,DIAMOND PENDANT,PN,174
1,DIAMOND RING,RN,7
1,GOLD NECKLACE,GN,19
1,DIAMOND PENDANT,PN,21
1,DIAMOND EARRING,ER,21
1,DIAMOND PENDANT,PN,23
1,DIAMOND EARRING,ER,23
1,DIAMOND RING,RN,3
1,DIAMOND PENDANT,PN,4
1,DIAMOND PENDENT,PN,5
1,DIAMOND EARRING,ER,6
1,DIAMOND EARRING,ER,6
1,DIAMOND BANGLE,BN,6
1,DIAMOND RING,RN,6
1,DIAMOND PENDANT,PN,6
1,DIAMOND PENDANT,PN,6
1,DIAMOND BANGLE,BN,7
1,DIAMOND BRACELET,BT,7
1,DIAMOND BRACELET,BT,7
1,DIAMOND EARRING,ER,7
1,DIAMOND BANGLE,BN,9
1,DIAMOND PENDANT,PN,9
1,DIAMOND BRACELET,BT,9
1,DIAMOND EARRING,ER,9
1,DIAMOND BRACELET,BT,50
1,DIAMOND PENDANT,PN,66
1,DIAMOND NECKLACE,BT,46
1,DIAMOND EARRING,ER,44
1,Diamond Ring,,45
1,DIAMOND BRACELET,BT,48
1,DIAMOND EARRING,ER,56
1,DIAMOND EARRING,ER,59
1,DIAMOND PENDANT,PN,60
1,DIAMOND BRACELET,BT,62
1,DIAMOND ANKLET,AN,63
1,DIAMOND CHOKER NECKLACE,NK,64
1,DIAMOND PENDANT,PN,18
1,DIAMOND PENDANT,PN,18
1,DIAMOND PENDANT,PN,21
1,DIAMOND PENDANT,PN,316
1,DIAMOND RING,RN,316
1,GOLD EARRING,ER,316
1,DIAMOND EARRING,ER,316
1,DIAMOND PENDANT,PN,316
1,DIAMOND PENDANT,PN,316
1,DIAMOND EARRING,ER,316
1,DIAMOND EARRING,ER,316
1,DIAMOND EARRING,ER,316
1,DIAMOND EARRING,ER,316
1,DIAMOND EARRING,ER,316
1,DIAMOND RING,RN,316
1,DIAMOND RING,RN,262
1,DIAMOND RING,RN,262
1,DIAMOND BANGLE,BN,262
1,DIAMOND BANGLE,BN,262
1,DIAMOND EARRING,ER,262
1,DIAMOND EARRING,ER,262
1,DIAMOND EARRING,ER,262
1,DIAMOND RING,RN,262
1,DIAMOND BANGLE,BN,262
1,DIAMOND CHOKER NECKLACE,NK,262
1,DIAMOND PENDANT,PN,262
1,DIAMOND PENDANT,PN,283
1,DIAMOND EARRING,ER,283
1,DIAMOND RING,RN,283
1,DIAMOND PENDANT,PN,318
1,DIAMOND RING,RN,318
1,DIAMOND BANGLE,BN,318
1,GOLD BRACELET,BR,312
1,GOLD BRACELET,BR,312
1,GOLD BRACELET,BR,344
1,GOLD BRACELET,BR,344
1,DIAMOND BRACELET,BR,344
1,DIAMOND EARRING,ER,166
1,DIAMOND EARRING,ER,166
1,DIAMOND BRACELET,BT,174
1,DIAMOND BANGLE,BN,184
1,DIAMOND RING,RN,184
1,DIAMOND BANGLE,BN,172
1,DIAMOND BRACELET,BT,175
1,DIAMOND BRACELET,BT,175
1,DIAMOND EARRING,ER,23
1,DIAMOND BANGLE,BN,23
1,,,23
1,,,23
1,DIAMOND RING,RN,23
1,DIAMOND RING,RN,23
1,DIAMOND,PN,23
1,Multi Tourmaline              ,,23
1,DIAMOND,PN,23
1,DIAMOND,PN,23
1,DIAMOND,PN,23
1,DIAMOND RING,RN,209
1,DIAMOND RING,RN,5
1,Diamond Ring,,200
1,DIAMOND RING,RN,200
1,DIAMOND PENDANT,PN,206
1,DIAMOND BRACELET,BT,218
1,DIAMOND PENDANT,PN,216
1,DIAMOND RING,RN,199
1,DIAMOND BANGLE,BN,207
1,DIAMOND RING,RN,207
1,DIAMOND ANKLET,AN,207
1,DIAMOND,NK,207
1,DIAMOND EARRING,ER,207
1,DIAMOND PENDANT,PN,183
1,DIAMOND RING,RN,184
1,DIAMOND PENDANT,PN,188
1,DIAMOND RING,RN,189
1,DIAMOND RING,RN,190
1,DIAMOND PENDANT,PN,191
1,DIAMOND RING,RN,192
1,DIAMOND RING,RN,193
1,DIAMOND PENDANT,PN,197
1,DIAMOND RING,RN,201
1,DIAMOND PENDANT,PN,202
1,DIAMOND RING,RN,202
1,DIAMOND BRACELET,BT,205
1,DIAMOND RING,RN,211
1,DIAMOND RING,RN,208
1,DIAMOND RING,RN,210
1,DIAMOND RING,RN,215
1,DIAMOND BRACELET,BT,219
1,DIAMOND ANKLET,AN,112
1,DIAMOND,NK,104
1,DIAMOND RING,RN,71
1,GOLD NECKLACE WITH COLOR STONE,NK,72
1,GOLD BANGLE WITH COLOUR STONE,GBNC,72
1,DIAMOND PENDANT,NK,75
